effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
2326,2007-09-30,2007,9,30,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Radio Tracking,14:15:00,10,2,"Jeffie McNeil, Troy Frech",None,5,Light,18,17,,,,,,,,,,,,,
2327,2007-10-21,2007,10,21,ML (McGowan Lake),EB (East Brook),M1 (Meadow 1),Radio Tracking,14:15:00,30,2,"Jeffie McNeil, Troy Frech",None,40,Moderate,17,0,,,,,,,,,,,,,
2330,2007-09-05,2007,9,5,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,13:45:00,5,1,Jeffie McNeil,None,20,Light,18,0,,,,,,,,,,,,,
2337,2007-10-24,2007,10,24,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,18:15:00,30,2,"Jeffie McNeil, Troy Frech",None,100,Calm,12,13,,,,,,,,,,,,,
2343,2007-06-23,2007,6,23,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:05:00,180,3,"Tara Imlay, Chris Wagner, Maelle Lepoutre",None,95,Calm,20,22,,,,,,,,,,,,,
2344,2007-06-18,2007,6,18,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,20:16:00,3,1,Jeffie McNeil,None,10,Calm,22,23,,,,,,,,,,,,,
2345,2007-10-16,2007,10,16,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,16:45:00,38,1,Jeffie McNeil,None,5,Light,12.5,9,,,,,,,,,,,,,
2347,2007-07-03,2007,7,3,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Radio Tracking,13:30:00,20,1,Peter Kydd,None,45,Calm,23,20,,,,,,,,,,,,,
2347,2007-07-03,2007,7,3,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Radio Tracking,13:50:00,324,1,Peter Kydd,None,50,Calm,23,21,,,,,,,,,,,,,
2347,2007-07-03,2007,7,3,ML (McGowan Lake),DL (Deans Lake),MI (Medway Inflow),Radio Tracking,14:15:00,30,1,Peter Kydd,None,60,Calm,23,19,,,,,,,,,,,,,
2347,2007-07-03,2007,7,3,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Radio Tracking,14:45:00,22,1,Peter Kydd,None,60,Calm,22,21,,,,,,,,,,,,,
2347,2007-07-03,2007,7,3,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Radio Tracking,15:07:00,23,1,Peter Kydd,None,55,Calm,23,20,,,,,,,,,,,,,
2348,2007-07-08,2007,7,8,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Radio Tracking,11:45:00,30,1,Peter Kydd,None,85,Calm,19,20,,,,,,,,,,,,,
2348,2007-07-08,2007,7,8,ML (McGowan Lake),DL (Deans Lake),BK (Deans Brook),Radio Tracking,12:15:00,75,1,Peter Kydd,None,85,Calm,19,19,,,,,,,,,,,,,
2457,2007-10-31,2007,10,31,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,12:24:00,4,2,"Abbey Camaclang, Royden Messer, Jose Lefevbre",None,0,Calm,8.5,0,,,,,,,,,,,,,
2500,2007-09-14,2007,9,14,ML (McGowan Lake),WB (West Bog),E1 (Elizabeth Island 1),Radio Tracking,14:13:00,40,2,"Abbey Camaclang, Jeffie McNeil",None,0,Light,24,26,,,,,,,,,,,,,
2643,2008-04-06,2008,4,6,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:15:00,30,2,"Troy Frech, Jeffie McNeil",None,80,Calm,8,0,,,,,,,,,,,,,
2648,2008-04-20,2008,4,20,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,13:35:00,120,3,"Jeffie McNeil, Rachel Thibideau, Andree-Anne Halle",None,0,Calm,18,14,,,,,,,,,,,,,
2648,2008-04-20,2008,4,20,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,14:15:00,45,3,"Jeffie McNeil, Rachel Thibideau, Andree-Anne Halle",None,0,Calm,18,12,,,,,,,,,,,,,
2649,2008-04-18,2008,4,18,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Visual Survey,13:30:00,80,1,Jeffie McNeil,None,0,Light,18,8,,,,,,,,,,,,,
2656,2008-04-27,2008,4,27,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,12:40:00,153,3,"Troy Frech, Rachel Thibodeau, Andree-Anne Halle",None,30,Calm,16,0,,,,,,,,,,,,,
2660,2008-05-03,2008,5,3,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,12:38:00,14,2,"Jeffie McNeil, Troy Frech",None,100,Calm,11,0,,,,,,,,,,,,,
2660,2008-05-03,2008,5,3,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,13:30:00,10,2,"Jeffie McNeil, Troy Frech",None,30,Calm,12,0,,,,,,,,,,,,,
2671,2008-05-15,2008,5,15,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,13:35:00,5,1,Jeffie McNeil,None,0,Calm,0,0,,,,,,,,,,,,,
2672,2008-05-16,2008,5,16,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,11:37:00,22,2,"Jeffie McNeil, Lilianne Arsenault",None,5,Calm,21,18,,,,,,,,,,,,,
2672,2008-05-16,2008,5,16,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,11:52:00,26,2,"Jeffie McNeil, Lilianne Arsenault",None,5,Calm,21,18,,,,,,,,,,,,,
2685,2008-06-02,2008,6,2,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,16:40:00,10,1,Jeffie McNeil,None,50,Light,24,23,,,,,,,,,,,,,
2685,2008-06-02,2008,6,2,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,17:55:00,15,1,Jeffie McNeil,None,30,Calm,22,0,,,,,,,,,,,,,
2685,2008-06-02,2008,6,2,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,18:45:00,15,1,Jeffie McNeil,None,10,Calm,19,20,,,,,,,,,,,,,
2686,2008-06-03,2008,6,3,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,18:30:00,5,1,Jeffie McNeil,None,80,Moderate,26,25,,,,,,,,,,,,,
2693,2008-06-04,2008,6,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,16:45:00,10,1,Jeffie McNeil,None,100,Calm,24,22,,,,,,,,,,,,,
2693,2008-06-04,2008,6,4,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,17:00:00,5,1,Jeffie McNeil,None,100,Calm,24,0,,,,,,,,,,,,,
2694,2008-06-04,2008,6,4,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,19:54:00,12,2,"Jeffie McNeil, Andree-Anne Halle",Light Rain,100,Calm,21,22,,,,,,,,,,,,,
2697,2008-06-05,2008,6,5,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,19:50:00,20,2,"Jeffie McNeil, Rachel Thibodeau",None,0,Calm,22,21,,,,,,,,,,,,,
2697,2008-06-05,2008,6,5,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,22:15:00,20,2,"Jeffie McNeil, Rachel Thibodeau",None,0,Calm,0,0,,,,,,,,,,,,,
2697,2008-06-05,2008,6,5,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,22:25:00,40,2,"Jeffie McNeil, Rachel Thibodeau",None,0,Calm,0,0,,,,,,,,,,,,,
2697,2008-06-05,2008,6,5,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,22:45:00,10,2,"Jeffie McNeil, Rachel Thibodeau",None,0,Calm,0,0,,,,,,,,,,,,,
2707,2008-06-06,2008,6,6,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,19:45:00,30,2,"Jesse Saroli, Veronica Belmonte",None,100,Light,17,20,,,,,,,,,,,,,
2710,2008-06-06,2008,6,6,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,22:45:00,18,1,Troy Frech,None,100,Calm,,,,,,,,,,,,,,,
2715,2008-06-08,2008,6,8,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:00:00,120,2,"Veronica Belmonte, Lilianne Arsenault",None,95,Calm,26,0,,,,,,,,,,,,,
2717,2008-06-08,2008,6,8,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,23:20:00,-2790,2,"Rachel Thibodeau,Tom Herman",None,20,Calm,27,0,,,,,,,,,,,,,
2725,2008-06-09,2008,6,9,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,19:55:00,70,2,"Peter Kydd, Lilianne Arsenault",None,75,Calm,24,0,,,,,,,,,,,,,
2727,2008-06-09,2008,6,9,ML (McGowan Lake),EB (East Brook),PW (Peninsula SW Shore),Radio Tracking,22:05:00,15,1,Jeffie McNeil,None,60,Strong,0,0,,,,,,,,,,,,,
2730,2008-06-10,2008,6,10,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,22:15:00,15,3,"Troy Frech, Andree-Anne Halle, Rachel Thibodeau, J.F. Desroches",None,100,Moderate,0,0,,,,,,,,,,,,,
2736,2008-06-11,2008,6,11,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,20:35:00,20,2,"Troy Frech, Rachel Thibodeau",None,0,Calm,23,0,,,,,,,,,,,,,
2736,2008-06-11,2008,6,11,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,22:17:00,20,2,"Troy Frech, Rachel Thibodeau",None,0,Calm,0,0,,,,,,,,,,,,,
2737,2008-06-11,2008,6,11,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:40:00,80,2,"Andree-Anne Halle, Peter Kydd",None,0,Calm,25,22,,,,,,,,,,,,,
2749,2008-06-13,2008,6,13,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:57:00,6,2,"Jeffie McNeil, Lilianne Arsenault",None,2,Calm,20,23,,,,,,,,,,,,,
2750,2008-06-14,2008,6,14,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:54:00,8,2,"Jeffie McNeil, Rachel Thibodeau",None,10,Calm,20,23,,,,,,,,,,,,,
2751,2008-06-14,2008,6,14,ML (McGowan Lake),ML (Mid Lake),LI (Lumpy Island),Radio Tracking,21:33:00,4,2,"Jeffie McNeil, Rachel Thibodeau",None,2,Light,17,20.5,,,,,,,,,,,,,
2753,2008-06-15,2008,6,15,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:55:00,4,1,Jeffie McNeil,None,60,Calm,21,23,,,,,,,,,,,,,
2755,2008-06-13,2008,6,13,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,21:15:00,20,2,"Rachel Thibodeau, Peter Kydd",None,0,Calm,15,18,,,,,,,,,,,,,
2755,2008-06-13,2008,6,13,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,21:25:00,10,2,"Rachel Thibodeau, Peter Kydd",None,0,Calm,15,18,,,,,,,,,,,,,
2756,2008-06-13,2008,6,13,ML (McGowan Lake),WB (West Bog),HR (Henry Road),Radio Tracking,21:39:00,48,2,"Troy Frech, Andree-Anne Halle",None,0,Light,13,0,,,,,,,,,,,,,
2757,2008-06-13,2008,6,13,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,20:58:00,10,2,"Troy Frech, Andree-Anne Halle",None,0,Light,17,0,,,,,,,,,,,,,
2761,2008-06-15,2008,6,15,ML (McGowan Lake),WB (West Bog),MM (Mt Merrit Road),Radio Tracking,21:32:00,13,1,"Troy Frech, Rachel Thibodeau, Lilanne Arsenault",None,0,Calm,21,0,,,,,,,,,,,,,
2763,2008-06-16,2008,6,16,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,19:50:00,26,2,"Lilianne Arsenault, Rachel Thibodeau",None,100,Light,21,0,,,,,,,,,,,,,
2766,2008-06-12,2008,6,12,ML (McGowan Lake),SD (South Deans),C5 (Cove 5),Radio Tracking,19:47:00,10,1,"Jose Lefebvre, Lilianne Arsenault",None,0,Light,19,0,,,,,,,,,,,,,
2768,2008-06-12,2008,6,12,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:50:00,10,2,"Jeffie McNeil, Andree-Anne Halle",None,0,Light,21,19,,,,,,,,,,,,,
2768,2008-06-12,2008,6,12,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:01:00,8,2,"Jeffie McNeil, Andree-Anne Halle",None,0,Light,21,22,,,,,,,,,,,,,
2770,2008-06-16,2008,6,16,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:53:00,2,1,Jeffie McNeil,None,100,Calm,22,21.5,,,,,,,,,,,,,
2771,2008-06-17,2008,6,17,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:20:00,58,2,"Ashley Wendt, Peter Kydd",None,100,Calm,17,20,,,,,,,,,,,,,
2771,2008-06-17,2008,6,17,ML (McGowan Lake),EB (East Brook),C4 (Cove 4),Radio Tracking,20:49:00,22,2,"Ashley Wendt, Peter Kydd",None,100,Calm,17,20,,,,,,,,,,,,,
2771,2008-06-17,2008,6,17,ML (McGowan Lake),EB (East Brook),PW (Peninsula SW Shore),Radio Tracking,21:00:00,70,2,"Ashley Wendt, Peter Kydd",None,100,Calm,16,19.5,,,,,,,,,,,,,
2777,2008-06-18,2008,6,18,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,19:50:00,70,2,"Peter Kydd, Dirk vanLooon",None,100,Calm,17,19,,,,,,,,,,,,,
2777,2008-06-18,2008,6,18,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:30:00,40,2,"Peter Kydd, Dirk vanLooon",None,100,Calm,17,19,,,,,,,,,,,,,
2793,2008-06-20,2008,6,20,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:15:00,90,3,"Jesse Saroli, Peter Kydd, Benna Keogloe",None,15,Calm,21,19,,,,,,,,,,,,,
2793,2008-06-20,2008,6,20,ML (McGowan Lake),EB (East Brook),WP (Woodland Pool),Radio Tracking,20:55:00,60,3,"Jesse Saroli, Peter Kydd, Benna Keogloe",None,10,Calm,20,16,,,,,,,,,,,,,
2913,2008-06-20,2008,6,20,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:58:00,3,1,Jeffie McNeil,None,30,Light,19,21,,,,,,,,,,,,,
2919,2008-06-25,2008,6,25,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,14:00:00,15,1,Jeffie McNeil,None,5,Light,26,23,,,,,,,,,,,,,
2925,2008-07-08,2008,7,8,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,11:46:00,10,1,Jeffie McNeil,None,20,Calm,29,20,,,,,,,,,,,,,
2926,2008-07-10,2008,7,10,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Radio Tracking,12:05:00,128,2,"Jeffie McNeil, Jessica Lankshear",None,100,Calm,20.5,0,,,,,,,,,,,,,
2930,2008-07-15,2008,7,15,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Radio Tracking,18:50:00,20,2,"Jeffie McNeil, Troy Frech",None,70,Calm,26,21,,,,,,,,,,,,,
2930,2008-07-15,2008,7,15,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:25:00,5,1,"Jeffie McNeil, Troy Frech",None,70,Calm,26,0,,,,,,,,,,,,,
2930,2008-07-15,2008,7,15,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,19:30:00,3,1,"Jeffie McNeil, Troy Frech",None,70,Calm,26,0,,,,,,,,,,,,,
2930,2008-07-15,2008,7,15,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,19:33:00,5,1,"Jeffie McNeil, Troy Frech",None,70,Calm,26,0,,,,,,,,,,,,,
2930,2008-07-15,2008,7,15,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:00:00,10,1,"Jeffie McNeil, Troy Frech",None,70,Calm,26,0,,,,,,,,,,,,,
2954,2008-07-18,2008,7,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,10:25:00,10,1,Jeffie McNeil,None,90,Calm,24,19,,,,,,,,,,,,,
2954,2008-07-18,2008,7,18,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,11:45:00,5,1,Jeffie McNeil,None,70,Calm,25,0,,,,,,,,,,,,,
2954,2008-07-18,2008,7,18,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,11:50:00,10,1,Jeffie McNeil,None,70,Calm,27,0,,,,,,,,,,,,,
2954,2008-07-18,2008,7,18,ML (McGowan Lake),WB (West Bog),NC (North Cove),Radio Tracking,12:30:00,30,1,Jeffie McNeil,NN,80,Calm,31,28,,,,,,,,,,,,,
2955,2008-07-21,2008,7,21,ML (McGowan Lake),MM (Mount Merrit Brook),M2 (Meadow 2),Radio Tracking,12:20:00,40,1,Jeffie McNeil,None,100,Calm,22,0,,,,,,,,,,,,,
2956,2008-07-21,2008,7,21,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,13:55:00,5,1,Jeffie McNeil,None,100,Calm,23,0,,,,,,,,,,,,,
2956,2008-07-21,2008,7,21,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Visual Survey,14:15:00,15,1,Jeffie McNeil,None,100,Calm,23,25,,,,,,,,,,,,,
2956,2008-07-21,2008,7,21,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,15:30:00,2,1,Jeffie McNeil,None,100,Calm,23,0,,,,,,,,,,,,,
4248,2008-08-01,2008,8,1,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,12:09:00,3,1,Jeffie McNeil,None,100,Light,24,23,,,,,,,,,,,,,
4253,2008-06-23,2008,6,23,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,15:37:00,183,3,"Jeffie McNeil, Veronica Belmonte, Lilianne Arsenault",None,95,Moderate,27,26,,,,,,,,,,,,,
4253,2008-06-23,2008,6,23,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Set Traps,17:15:00,21,3,"Jeffie McNeil, Veronica Belmonte, Lilianne Arsenault",None,85,Moderate,25,28,,,,,,,,,,,,,
4254,2008-06-24,2008,6,24,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Check Traps,10:47:00,22,2,"Veronica Belmonte, Lilianne Arsenault",None,100,Calm,22,22,,,,,,,,,,,,,
4254,2008-06-24,2008,6,24,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,11:09:00,120,2,"Veronica Belmonte, Lilianne Arsenault",None,100,Calm,22,22,,,,,,,,,,,,,
4255,2008-06-25,2008,6,25,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Check Traps,16:52:00,12,2,"Jesse Saroli, Lilianne Arsenault",None,5,Light,25,28,,,,,,,,,,,,,
4255,2008-06-25,2008,6,25,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,17:06:00,38,2,"Jesse Saroli, Lilianne Arsenault",None,5,Moderate,25,27,,,,,,,,,,,,,
4256,2008-06-26,2008,6,26,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Bait and Check Traps,16:37:00,12,2,"Veronica Belmonte, Lilianne Arsenault",None,85,Moderate,26,25,,,,,,,,,,,,,
4257,2008-06-27,2008,6,27,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Pull Traps,11:21:00,8,2,"Veronica Belmonte, Lilianne Arsenault",None,100,Light,21,20,,,,,,,,,,,,,
4275,2008-09-07,2008,9,7,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,16:10:00,100,2,"Jeffie McNeil, Troy Frech",None,100,Light,23,0,,,,,,,,,,,,,
4287,2008-08-19,2008,8,19,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,11:15:00,120,8,"Jeffie McNeil, Harold Clapp, Diane Clapp, Brennan Caverhill, Sherman Boates, Tom Herman, David Morse, Lynn Morse",None,100,Calm,23.5,21,,,,,,,,,,,,,
4289,2008-08-27,2008,8,27,ML (McGowan Lake),MM (Mount Merrit Brook),WM (Woodland Meadow),Radio Tracking,13:30:00,30,1,Jeffie McNeil,None,5,Light,25,0,,,,,,,,,,,,,
4302,2008-09-27,2008,9,27,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,15:59:00,32,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,19,0,,,,,,,,,,,,,
4304,2008-09-30,2008,9,30,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Radio Tracking,14:35:00,18,1,Jeffie McNeil,None,50,Calm,21,0,,,,,,,,,,,,,
4304,2008-09-30,2008,9,30,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,14:58:00,6,1,Jeffie McNeil,None,40,Calm,23,0,,,,,,,,,,,,,
4340,2007-08-14,2007,8,14,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,12:50:00,5,1,Jeffie McNeil,None,30,Light,27,0,,,,,,,,,,,,,
4344,2008-10-02,2008,10,2,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,14:35:00,12,1,Jeffie McNeil,Drizzle / Mist,100,Moderate,19,0,,,,,,,,,,,,,
4349,2008-10-09,2008,10,9,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Radio Tracking,18:41:00,28,2,"Jeffie McNeil, Troy Frech",None,100,Light,16,14,,,,,,,,,,,,,
4645,2006-05-28,2006,5,28,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,18:42:00,76,2,"Jeffie McNeil, Troy Frech",None,25,Calm,26,26,,,,,,,,,,,,,
4645,2006-05-28,2006,5,28,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,19:42:00,16,2,"Jeffie McNeil, Troy Frech",None,30,Calm,24,26,,,,,,,,,,,,,
4648,2006-05-29,2006,5,29,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Radio Tracking,19:38:00,7,1,Jeffie McNeil,None,40,Light,25,26,,,,,,,,,,,,,
4658,2006-05-31,2006,5,31,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,20:17:00,12,2,"Jeffie McNeil, Tom Herman",None,80,Calm,22,21,,,,,,,,,,,,,
4664,2006-06-01,2006,6,1,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Bait and Check Traps,18:57:00,12,1,Jeffie McNeil,None,90,Calm,23,23,,,,,,,,,,,,,
4664,2006-06-01,2006,6,1,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,19:17:00,10,1,Jeffie McNeil,None,70,Calm,22,24,,,,,,,,,,,,,
4665,2006-06-02,2006,6,2,ML (McGowan Lake),EB (East Brook),CF (Cabin Road Fork),Radio Tracking,21:45:00,10,2,"Tom Herman, Daniel McNeil",Light Rain,100,Calm,19,0,,,,,,,,,,,,,
4665,2006-06-02,2006,6,2,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,22:05:00,60,2,"Tom Herman, Daniel McNeil",Light Rain,100,Calm,19,0,,,,,,,,,,,,,
4669,2006-06-02,2006,6,2,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Check Traps,20:55:00,16,2,"Jeffie McNeil, Troy Frech",Mod - Heavy Rain,100,Calm,19,21,,,,,,,,,,,,,
10013,2006-06-04,2006,6,4,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:14:00,6,1,"Jeffie McNeil, Tom Herman",Mod - Heavy Rain,100,Light,15,16,,,,,,,,,,,,,
10013,2006-06-04,2006,6,4,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:25:00,5,1,"Jeffie McNeil, Tom Herman",,0,,15,16,,,,,,,,,,,,,
10027,2006-06-06,2006,6,6,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:32:00,6,2,"Jeffie McNeil, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10027,2006-06-06,2006,6,6,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Radio Tracking,20:35:00,6,2,"Jeffie McNeil, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10027,2006-06-06,2006,6,6,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:50:00,10,2,"Jeffie McNeil, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10036,2006-06-09,2006,6,9,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,20:45:00,6,2,"Jeffie McNeil, Tom Herman",None,100,Calm,0,0,,,,,,,,,,,,,
10036,2006-06-09,2006,6,9,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:53:00,4,2,"Jeffie McNeil, Tom Herman",,0,,0,0,,,,,,,,,,,,,
10038,2006-06-08,2006,6,8,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:35:00,10,2,"Tom Herman, Daniel McNeil",None,100,Light,15,15,,,,,,,,,,,,,
10038,2006-06-08,2006,6,8,ML (McGowan Lake),WB (West Bog),E1 (Elizabeth Island 1),Radio Tracking,20:50:00,10,2,"Tom Herman, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10038,2006-06-08,2006,6,8,ML (McGowan Lake),WB (West Bog),HC (Henrietta Cove),Radio Tracking,21:00:00,10,2,"Tom Herman, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10047,2006-06-10,2006,6,10,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,20:10:00,4,2,"Jeffie McNeil, Tom Herman",None,80,Light,0,0,,,,,,,,,,,,,
10055,2006-06-12,2006,6,12,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,15:15:00,30,2,"Jeffie McNeil, Tom Herman",None,5,Light,25,0,,,,,,,,,,,,,
10056,2006-06-12,2006,6,12,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,20:29:00,2,2,"Jeffie McNeil, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10058,2006-06-13,2006,6,13,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:30:00,4,2,"Jeffie McNeil, Daniel McNeil",None,20,Calm,22,21,,,,,,,,,,,,,
10058,2006-06-13,2006,6,13,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:35:00,30,2,"Jeffie McNeil, Daniel McNeil",,0,,0,0,,,,,,,,,,,,,
10069,2006-06-16,2006,6,16,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:40:00,6,2,"Jeffie McNeil, Tom Herman",,0,,0,0,,,,,,,,,,,,,
10077,2006-06-17,2006,6,17,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,20:25:00,6,2,"Jeffie McNeil, Tom Herman",None,0,Calm,0,0,,,,,,,,,,,,,
